Animal ID,Animal Name,Animal Type,Sex,Years Old,Months Old,Primary Breed,Primary Color,Tag Number,Intake Date,Intake Type,Intake Subtype,Outcome Type,Outcome Subtype,Outcome Date,Intake Day of the Week,Outcome Day of the Week
A062784,BEAR,Cat,Neutered Male,,0.9,DOMESTIC SH,BLACK,981020045344212,01/04/2022,Foster,Over the Counter,Foster,Adoption,01/05/2022,Tuesday,Wednesday
A062794,JYNXI,Cat,Spayed Female,,0.9,DOMESTIC SH,WHITE,985113006097424,12/27/2021,Foster,Over the Counter,Adoption,Walk-In,01/04/2022,Monday,Tuesday
A062794,JYNXI,Cat,Spayed Female,,0.9,DOMESTIC SH,WHITE,,11/05/2021,Stray,Over the Counter,Foster,,11/06/2021,Friday,Saturday
A062795,GLORY,Cat,Spayed Female,,1.1,DOMESTIC SH,BRN TABBY,981020045556116,11/05/2021,Stray,Over the Counter,Foster,Underage or Underweight,11/08/2021,Friday,Monday
A062795,GLORY,Cat,Spayed Female,,1.1,DOMESTIC SH,BRN TABBY,981020045556116,11/30/2021,Foster,Over the Counter,Foster,Adoption,12/04/2021,Tuesday,Saturday
A062795,GLORY,Cat,Spayed Female,,1.1,DOMESTIC SH,BRN TABBY,981020045556116,01/05/2022,Foster,Over the Counter,Adoption,Walk-In,01/05/2022,Wednesday,Wednesday
A062796,CAPTAIN BUTTERBALL,Dog,Neutered Male,6,,BOXER,BROWN,981020045520913,11/05/2021,Stray,Animal Control,Adoption,Walk-In,11/17/2021,Friday,Wednesday
A062797,,Dog,Female,9,,POODLE MIN,BLACK,981020045528228,11/05/2021,Stray,Animal Control,Adoption,Walk-In,11/11/2021,Friday,Thursday
A062800,,Cat,Female,12,,DOMESTIC SH,BLACK,,11/06/2021,Stray,Over the Counter,Euthanized,Illness Severe,11/07/2021,Saturday,Sunday
A062801,GOOSE,Cat,Neutered Male,,1.35,DOMESTIC LH,BLACK,,11/06/2021,Stray,Over the Counter,Foster,Underage or Underweight,11/12/2021,Saturday,Friday
A062801,GOOSE,Cat,Neutered Male,,1.35,DOMESTIC LH,BLACK,981020045551271,12/10/2021,Foster,Over the Counter,Foster,Adoption,12/11/2021,Friday,Saturday
A062801,GOOSE,Cat,Neutered Male,,1.35,DOMESTIC LH,BLACK,981020045551271,01/04/2022,Foster,Over the Counter,Adoption,Walk-In,01/04/2022,Tuesday,Tuesday
A062813,BELLE,Dog,Spayed Female,1,9,PIT BULL,WHITE,981020045554207,11/07/2021,Owner Surrendered,OTC APPT,Adoption,Walk-In,11/14/2021,Sunday,Sunday
A062815,LUCY,Cat,Spayed Female,,1.75,DOMESTIC SH,BLK TABBY,981020045587244,11/07/2021,Stray,Over the Counter,Foster,Adoption,11/21/2021,Sunday,Sunday
A062815,LUCY,Cat,Spayed Female,,1.75,DOMESTIC SH,BLK TABBY,981020045587244,04/13/2022,Foster,Over the Counter,Adoption,Walk-In,04/13/2022,Wednesday,Wednesday
A062816,CHARLIE,Cat,Female,,1.75,DOMESTIC SH,BLK TABBY,981020045589094,11/07/2021,Stray,Over the Counter,Foster,Adoption,11/19/2021,Sunday,Friday
A062816,CHARLIE,Cat,Female,,1.75,DOMESTIC SH,BLK TABBY,981020045589094,01/10/2022,Foster,Over the Counter,Missing,While In Foster,01/10/2022,Monday,Monday
A062818,,Cat,Neutered Male,,1.75,DOMESTIC SH,BLK TABBY,981020045589599,11/07/2021,Stray,Over the Counter,Foster,Adoption,11/21/2021,Sunday,Sunday
A062818,,Cat,Neutered Male,,1.75,DOMESTIC SH,BLK TABBY,981020045589599,04/13/2022,Foster,Over the Counter,Adoption,Walk-In,04/13/2022,Wednesday,Wednesday
A062820,RYDER,Dog,Neutered Male,1,,LABRADOR RETR,TAN,981020045570232,11/07/2021,Stray,Animal Control,Foster,Adoption,11/24/2021,Sunday,Wednesday
A062820,RYDER,Dog,Neutered Male,1,,LABRADOR RETR,TAN,981020045570232,12/13/2021,Foster,Over the Counter,Adoption,Walk-In,12/13/2021,Monday,Monday
A062829,DRACO,Dog,Male,3,,AMER BULLDOG,TAN,0463,11/08/2021,Stray,Animal Control,Return to Owner,Walk-In,11/09/2021,Monday,Tuesday
A062831,MANDY,Dog,Spayed Female,6,,PIT BULL,BR BRINDLE,981020045580891,11/09/2021,Stray,Over the Counter,Return to Owner,Walk-In,11/09/2021,Tuesday,Tuesday
A062832,REMY,Dog,Spayed Female,2,6,PIT BULL,BLACK,4C333B1840,11/09/2021,Confiscated,Animal Cruelty,Return to Owner,Walk-In,11/14/2021,Tuesday,Sunday
A062833,KIRA,Dog,Female,,,GERM SHEPHERD,BLACK,,11/09/2021,Stray,Over the Counter,Transfer,Private Animal Shelter,11/17/2021,Tuesday,Wednesday
A062834,MORTY,Dog,Male,,,GERM SHEPHERD,BLACK,,11/09/2021,Stray,Over the Counter,Transfer,Private Animal Shelter,11/17/2021,Tuesday,Wednesday
A062843,DELILAH,Dog,Spayed Female,7,11,PIT BULL,TAN,982000190543943,11/11/2021,Stray,Over the Counter,Return to Owner,Walk-In,11/13/2021,Thursday,Saturday
A062858,PETE,Cat,Neutered Male,,3,DOMESTIC SH,BLACK,981020045546258,03/24/2022,Foster,Over the Counter,Adoption,Walk-In,04/02/2022,Thursday,Saturday
A062859,HAZELNUT,Cat,Spayed Female,4,,DOMESTIC SH,TORBIE,981020045522631,11/14/2021,Stray,Over the Counter,Adoption,Walk-In,11/26/2021,Sunday,Friday
A062861,HOT COCOA,Dog,Spayed Female,1,,PIT BULL,BLACK,981020045572289,11/14/2021,Owner Surrendered,Over the Counter,Foster,Adoption,11/26/2021,Sunday,Friday
A062861,HOT COCOA,Dog,Spayed Female,1,,PIT BULL,BLACK,981020045572289,11/30/2021,Foster,Over the Counter,Adoption,Walk-In,11/30/2021,Tuesday,Tuesday
A062861,HOT COCOA,Dog,Spayed Female,1,,PIT BULL,BLACK,981020045572289,02/22/2022,Owner Surrendered,Over the Counter,Adoption,Walk-In,02/25/2022,Tuesday,Friday
A062861,HOT COCOA,Dog,Spayed Female,1,,PIT BULL,BLACK,981020045572289,02/19/2022,Stray,Over the Counter,Return to Owner,Website Information,02/22/2022,Saturday,Tuesday
A062863,TOOTSIE,Dog,Spayed Female,,4,PIT BULL,TAN,981020045556131,11/30/2021,Foster,Over the Counter,Foster,Adoption,11/30/2021,Tuesday,Tuesday
A062863,TOOTSIE,Dog,Spayed Female,,4,PIT BULL,TAN,981020045556131,11/14/2021,Stray,Animal Control,Foster,Adoption,11/26/2021,Sunday,Friday
A062863,TOOTSIE,Dog,Spayed Female,,4,PIT BULL,TAN,981020045556131,12/14/2021,Foster,Over the Counter,Adoption,Walk-In,12/14/2021,Tuesday,Tuesday
A062879,JACK,Dog,Neutered Male,6,,BEAGLE,TRICOLOR,982000402182383,11/17/2021,Owner Surrendered,OTC APPT,Adoption,Walk-In,11/21/2021,Wednesday,Sunday
A062887,,Cat,Male,,,DOMESTIC SH,BUFF,,11/18/2021,Stray,Over the Counter,Foster,Underage or Underweight,11/18/2021,Thursday,Thursday
A062887,,Cat,Male,,,DOMESTIC SH,BUFF,,11/20/2021,Foster,Over the Counter,Unassisted Death,While In Foster,11/20/2021,Saturday,Saturday
A062888,LUNA,Cat,Spayed Female,,,DOMESTIC SH,BLACK,,11/18/2021,Stray,Over the Counter,Foster,Underage or Underweight,11/18/2021,Thursday,Thursday
A062888,LUNA,Cat,Spayed Female,,,DOMESTIC SH,BLACK,981020045205378,02/04/2022,Foster,Over the Counter,Foster,Adoption,02/04/2022,Friday,Friday
A062888,LUNA,Cat,Spayed Female,,,DOMESTIC SH,BLACK,981020045205378,03/17/2022,Foster,Over the Counter,Missing,While In Foster,03/17/2022,Thursday,Thursday
A062888,LUNA,Cat,Spayed Female,,,DOMESTIC SH,BLACK,981020045205378,03/18/2022,Transfer,Transfer from Private Shelter,Adoption,Walk-In,03/19/2022,Friday,Saturday
A062889,CUPID,Cat,Neutered Male,2,,DOMESTIC MH,ORG TABBY,981020045561774,11/18/2021,Stray,Over the Counter,Adoption,Walk-In,12/18/2021,Thursday,Saturday
A062890,JOHNNY APPLESEED,Dog,Neutered Male,10,,BEAGLE,CREAM,,11/19/2021,Stray,Animal Control,Foster,M/L DOG,12/13/2021,Friday,Monday
A062890,JOHNNY APPLESEED,Dog,Neutered Male,10,,BEAGLE,CREAM,,02/15/2022,Foster,Over the Counter,Unassisted Death,While In Foster,02/15/2022,Tuesday,Tuesday
A062892,HEATHER,Cat,Spayed Female,,2.9,DOMESTIC SH,BLACK,,11/19/2021,Stray,Over the Counter,Foster,,11/19/2021,Friday,Friday
A062892,HEATHER,Cat,Spayed Female,,2.9,DOMESTIC SH,BLACK,981020045513902,12/03/2021,Foster,Over the Counter,Foster,Behavior Manageable,12/06/2021,Friday,Monday
A062892,HEATHER,Cat,Spayed Female,,2.9,DOMESTIC SH,BLACK,981020045513902,12/14/2021,Foster,Over the Counter,Foster,Behavior Manageable,12/14/2021,Tuesday,Tuesday
A062892,HEATHER,Cat,Spayed Female,,2.9,DOMESTIC SH,BLACK,981020045513902,12/26/2021,Foster,Over the Counter,Foster,Behavior Manageable,12/26/2021,Sunday,Sunday
A062892,HEATHER,Cat,Spayed Female,,2.9,DOMESTIC SH,BLACK,981020045513902,01/27/2022,Foster,Over the Counter,Adoption,Walk-In,01/30/2022,Thursday,Sunday
A062900,PORTABELLA,Dog,Spayed Female,3,,AMER BULLY,BLUE,981020045549002,01/12/2022,Foster,Over the Counter,Adoption,Walk-In,02/27/2022,Wednesday,Sunday
A062900,PORTABELLA,Dog,Spayed Female,3,,AMER BULLY,BLUE,981020045549002,11/21/2021,Owner Surrendered,OTC APPT,Foster,Adoption,11/28/2021,Sunday,Sunday
A062900,PORTABELLA,Dog,Spayed Female,3,,AMER BULLY,BLUE,981020045549002,03/05/2022,Transfer,Transfer,Euthanized,Behavior Severe,09/07/2022,Saturday,Wednesday
A062935,MAGNUS,Dog,Neutered Male,2,,PIT BULL,BR BRINDLE,982126060082728,11/26/2021,Stray,Animal Control,Return to Owner,Outside of Shelter,11/26/2021,Friday,Friday
A062944,MARS BARS,Cat,Neutered Male,1,,DOMESTIC SH,GRAY,981020037299667,11/28/2021,Owner Surrendered,OTC APPT,Foster,Adoption,01/08/2022,Sunday,Saturday
A062944,MARS BARS,Cat,Neutered Male,1,,DOMESTIC SH,GRAY,981020037299667,01/15/2022,Foster,Over the Counter,Adoption,Walk-In,01/15/2022,Saturday,Saturday
A062944,MARS BARS,Cat,Neutered Male,1,,DOMESTIC SH,GRAY,981020037299667,01/30/2022,Owner Surrendered,OTC APPT,Adoption,Walk-In,02/05/2022,Sunday,Saturday
A062945,LEENA,Cat,Spayed Female,,3,DOMESTIC SH,BLACK,981020045344860,11/28/2021,Stray,Over the Counter,Adoption,Walk-In,03/02/2022,Sunday,Wednesday
A062946,,Cat,Neutered Male,,2.65,DOMESTIC SH,WHITE,,11/28/2021,Stray,Over the Counter,Foster,FINDER,11/28/2021,Sunday,Sunday
A062946,,Cat,Neutered Male,,2.65,DOMESTIC SH,WHITE,981020045569406,12/14/2021,Foster,Over the Counter,Adoption,Walk-In,12/14/2021,Tuesday,Tuesday
A062947,,Cat,Spayed Female,,2.65,DOMESTIC SH,CALICO,981020045558151,12/14/2021,Foster,Over the Counter,Adoption,Walk-In,12/14/2021,Tuesday,Tuesday
A062947,,Cat,Spayed Female,,2.65,DOMESTIC SH,CALICO,,11/28/2021,Stray,Over the Counter,Foster,FINDER,11/28/2021,Sunday,Sunday
A062950,NASH,Cat,Neutered Male,1,3,DOMESTIC SH,GRAY TABBY,981020045317981,11/28/2021,Owner Surrendered,Over the Counter,Adoption,Walk-In,01/08/2022,Sunday,Saturday
A062951,STORMY,Cat,Spayed Female,1,3,DOMESTIC SH,TORBIE,985113005759489,11/28/2021,Owner Surrendered,Over the Counter,Adoption,Walk-In,01/08/2022,Sunday,Saturday
A062952,,Cat,Female,,4.65,DOMESTIC SH,WHITE,,11/28/2021,Stray,Over the Counter,Foster,FINDER,11/28/2021,Sunday,Sunday
A062952,,Cat,Female,,4.65,DOMESTIC SH,WHITE,,12/14/2021,Foster,Over the Counter,Transfer,Private Animal Shelter,12/14/2021,Tuesday,Tuesday
A062953,RIP,Dog,Neutered Male,1,,BORDER COLLIE,BLACK,,11/29/2021,Stray,Over the Counter,Foster,FINDER,11/29/2021,Monday,Monday
A062953,RIP,Dog,Neutered Male,1,,BORDER COLLIE,BLACK,981020045563884,12/14/2021,Foster,Over the Counter,Adoption,Referral,12/14/2021,Tuesday,Tuesday
A062953,RIP,Dog,Neutered Male,1,,BORDER COLLIE,BLACK,,11/29/2021,Stray,Over the Counter,Foster,FINDER,11/29/2021,Monday,Monday
A062980,LUNA,Dog,Female,3,,PIT BULL,GRAY,,12/01/2021,Stray,Animal Control,Return to Owner,Website Information,12/02/2021,Wednesday,Thursday
A062999,DARCY,Cat,Spayed Female,,2.65,DOMESTIC MH,GRAY TABBY,981020045515069,03/01/2022,Foster,Over the Counter,Adoption,Walk-In,03/01/2022,Tuesday,Tuesday
A062999,DARCY,Cat,Spayed Female,,2.65,DOMESTIC MH,GRAY TABBY,981020045515069,12/02/2021,Owner Surrendered,Animal Control,Foster,Adoption,12/12/2021,Thursday,Sunday
A063005,BATTY KODA,Dog,Spayed Female,,8,PIT BULL,FAWN,981020045530605,12/04/2021,Stray,Over the Counter,Foster,Adoption,12/18/2021,Saturday,Saturday
A063005,BATTY KODA,Dog,Spayed Female,,8,PIT BULL,FAWN,981020045530605,12/28/2021,Foster,Over the Counter,Adoption,Walk-In,12/28/2021,Tuesday,Tuesday
A063008,GIGABITE,Cat,Spayed Female,,7,DOMESTIC SH,BLACK,,12/04/2021,Stray,Over the Counter,Transfer,Rescue Group,02/10/2022,Saturday,Thursday
A063010,ABBEY,Dog,Female,,8,FRENCH BULLDOG,WHITE,900215000535574,12/04/2021,Stray,Over the Counter,Return to Owner,Walk-In,12/05/2021,Saturday,Sunday
A063013,BABYD,Dog,Female,1,,PIT BULL,TAN,981020045514627,12/04/2021,Stray,Animal Control,Return to Owner,Walk-In,12/07/2021,Saturday,Tuesday
A063025,SPOOKY,Dog,Neutered Male,2,,PIT BULL,TAN,U21-000365,12/06/2021,Confiscated,Owner Hospitalized,Return to Owner,Walk-In,12/22/2021,Monday,Wednesday
A063025,SPOOKY,Dog,Neutered Male,2,,PIT BULL,TAN,982091061648082,03/01/2022,Confiscated,Owner Hospitalized,Euthanized,Behavior Severe,07/07/2022,Tuesday,Thursday
A063026,EOIN,Dog,Neutered Male,,6,MALTESE,TRICOLOR,981020045581588,12/01/2021,Confiscated,Animal Cruelty,Foster,Adoption,12/11/2021,Wednesday,Saturday
A063026,EOIN,Dog,Neutered Male,,6,MALTESE,TRICOLOR,981020045581588,03/21/2022,Foster,Over the Counter,Adoption,Referral,03/21/2022,Monday,Monday
A063036,RAVEN,Cat,Spayed Female,1,,DOMESTIC SH,BLACK,,12/08/2021,Stray,Animal Control,Foster,Injury Minor,01/01/2022,Wednesday,Saturday
A063036,RAVEN,Cat,Spayed Female,1,,DOMESTIC SH,BLACK,,03/01/2022,Foster,Over the Counter,Foster,,03/02/2022,Tuesday,Wednesday
A063037,MURDOCK,Dog,Male,,2.9,GOLDEN RETR,GOLD,,12/08/2021,Stray,Animal Control,Return to Owner,Walk-In,12/08/2021,Wednesday,Wednesday
A063038,MAX,Dog,Neutered Male,11,,CHIHUAHUA SH,BLACK,985121007845459,12/09/2021,Stray,Over the Counter,Return to Owner,Walk-In,12/09/2021,Thursday,Thursday
A063041,GECLAN,Cat,Neutered Male,,1.8,DOMESTIC SH,BLACK,,12/09/2021,Transfer,,Foster,Behavior Manageable,12/13/2021,Thursday,Monday
A063041,GECLAN,Cat,Neutered Male,,1.8,DOMESTIC SH,BLACK,981020045337858,03/15/2022,Foster,Over the Counter,Adoption,Walk-In,03/15/2022,Tuesday,Tuesday
A063041,GECLAN,Cat,Neutered Male,,1.8,DOMESTIC SH,BLACK,981020045337858,02/06/2022,Foster,Over the Counter,Foster,Adoption,02/09/2022,Sunday,Wednesday
A063044,BLUE,Dog,Male,,8,PIT BULL,GRAY,,12/04/2021,Stray,Over the Counter,Return to Owner,Outside of Shelter,12/04/2021,Saturday,Saturday
A063052,HERCULES,Dog,Neutered Male,2,,GERM SHEPHERD,BROWN,981020045527465,12/10/2021,Stray,Over the Counter,Return to Owner,Walk-In,12/14/2021,Friday,Tuesday
A063052,HERCULES,Dog,Neutered Male,2,,GERM SHEPHERD,BROWN,981020045527465,05/04/2022,Foster,Over the Counter,Adoption,Walk-In,05/04/2022,Wednesday,Wednesday
A063052,HERCULES,Dog,Neutered Male,2,,GERM SHEPHERD,BROWN,981020045527465,02/15/2022,Owner Surrendered,Animal Control,Foster,Adoption,02/23/2022,Tuesday,Wednesday
A063053,FOG,Cat,Neutered Male,,3,DOMESTIC SH,BLACK,981020045343305,12/10/2021,Owner Surrendered,Over the Counter,Adoption,Walk-In,02/05/2022,Friday,Saturday
A063054,FEFE,Dog,Spayed Female,2,,GERM SHEPHERD,TRICOLOR,981020045553906,12/10/2021,Owner Surrendered,Over the Counter,Foster,M/L DOG,12/23/2021,Friday,Thursday
A063054,FEFE,Dog,Spayed Female,2,,GERM SHEPHERD,TRICOLOR,981020045553906,10/07/2022,Foster,Over the Counter,Transfer,Rescue Group,10/07/2022,Friday,Friday
A063054,FEFE,Dog,Spayed Female,2,,GERM SHEPHERD,TRICOLOR,981020045553906,08/14/2022,Owner Surrendered,Over the Counter,Foster,M/L DOG,08/14/2022,Sunday,Sunday
A063054,FEFE,Dog,Spayed Female,2,,GERM SHEPHERD,TRICOLOR,981020045553906,07/19/2022,Foster,Over the Counter,Adoption,Walk-In,07/19/2022,Tuesday,Tuesday
A063055,POPPY,Dog,Spayed Female,,,GERM SHEPHERD,TRICOLOR,,12/10/2021,Owner Surrendered,Over the Counter,Foster,Underage or Underweight,12/23/2021,Friday,Thursday
A063055,POPPY,Dog,Spayed Female,,,GERM SHEPHERD,TRICOLOR,,01/27/2022,Foster,Over the Counter,Foster,Adoption,01/27/2022,Thursday,Thursday
A063055,POPPY,Dog,Spayed Female,,,GERM SHEPHERD,TRICOLOR,981020045378814,02/03/2022,Foster,Over the Counter,Adoption,Walk-In,02/03/2022,Thursday,Thursday
A063081,RIGGIN,Cat,Neutered Male,,5,DOMESTIC SH,BLACK,981020045313487,02/05/2022,Foster,Over the Counter,Foster,Adoption,02/05/2022,Saturday,Saturday
A063081,RIGGIN,Cat,Neutered Male,,5,DOMESTIC SH,BLACK,,12/26/2021,Foster,Over the Counter,Foster,Behavior Manageable,12/26/2021,Sunday,Sunday
A063081,RIGGIN,Cat,Neutered Male,,5,DOMESTIC SH,BLACK,,12/13/2021,Transfer,,Foster,,12/13/2021,Monday,Monday
A063082,JIT,Dog,Male,,5,PIT BULL,BLUE,,12/13/2021,Confiscated,Owner Hospitalized,Return to Owner,Walk-In,12/21/2021,Monday,Tuesday
A063084,MELODY,Cat,Spayed Female,,1,DOMESTIC SH,GRAY TABBY,,12/14/2021,Stray,Over the Counter,Foster,Underage or Underweight,12/14/2021,Tuesday,Tuesday
A063084,MELODY,Cat,Spayed Female,,1,DOMESTIC SH,GRAY TABBY,981020045333459,01/18/2022,Foster,Over the Counter,Foster,Adoption,01/25/2022,Tuesday,Tuesday
A063084,MELODY,Cat,Spayed Female,,1,DOMESTIC SH,GRAY TABBY,981020047616444,05/05/2022,Foster,Over the Counter,Adoption,Walk-In,05/12/2022,Thursday,Thursday
A063100,WILL,Dog,Neutered Male,6,,PUG,TRICOLOR,991001001695884,08/23/2022,Owner Surrendered,Over the Counter,Euthanized,Illness Severe,08/26/2022,Tuesday,Friday
A063100,WILL,Dog,Neutered Male,6,,PUG,TRICOLOR,991001001695884,12/15/2021,Stray,Over the Counter,Adoption,Walk-In,12/26/2021,Wednesday,Sunday
A063101,CHARLOTTE,Cat,Spayed Female,8,,DOMESTIC SH,TORBIE,981020023529197,12/16/2021,Stray,Over the Counter,Return to Owner,Walk-In,12/16/2021,Thursday,Thursday
A063102,,Dog,Male,1,6,DACHSHUND WH,TAN,,12/16/2021,Stray,Animal Control,Foster,FINDER,12/16/2021,Thursday,Thursday
A063102,,Dog,Male,1,6,DACHSHUND WH,TAN,,12/22/2021,Foster,Over the Counter,Transfer,Private Animal Shelter,12/22/2021,Wednesday,Wednesday
A063103,,Cat,Female,3,,DOMESTIC SH,BRN TABBY,981020037717957,12/28/2021,Foster,Over the Counter,Transfer,Private Animal Shelter,12/28/2021,Tuesday,Tuesday
A063103,,Cat,Female,3,,DOMESTIC SH,BRN TABBY,981020037717957,12/16/2021,Stray,Over the Counter,Foster,FINDER,12/16/2021,Thursday,Thursday
A063104,TRUCKER,Dog,Spayed Female,,6,PIT BULL,BR BRINDLE,981020045571268,12/16/2021,Owner Surrendered,Over the Counter,Foster,Adoption,12/22/2021,Thursday,Wednesday
A063104,TRUCKER,Dog,Spayed Female,,6,PIT BULL,BR BRINDLE,981020045571268,12/28/2021,Foster,Over the Counter,Adoption,Walk-In,12/28/2021,Tuesday,Tuesday
A063114,ROCKY,Dog,Male,11,,BOXER,BROWN,981020027192205,12/18/2021,Stray,Animal Control,Return to Owner,Outside of Shelter,12/18/2021,Saturday,Saturday
A063116,LUCKY SOSA,Dog,Neutered Male,2,,PIT BULL,WHITE,981020045379855,12/19/2021,Stray,Over the Counter,Foster,Adoption,01/02/2022,Sunday,Sunday
A063116,LUCKY SOSA,Dog,Neutered Male,2,,PIT BULL,WHITE,981020045379855,01/11/2022,Foster,Over the Counter,Adoption,Walk-In,01/11/2022,Tuesday,Tuesday
A063117,ARTEMIS,Cat,Spayed Female,,3.5,DOMESTIC SH,BRN TABBY,981020045328039,12/20/2021,Stray,Over the Counter,Foster,Adoption,01/15/2022,Monday,Saturday
A063117,ARTEMIS,Cat,Spayed Female,,3.5,DOMESTIC SH,BRN TABBY,981020045328039,04/29/2022,Foster,Over the Counter,Adoption,Website Information,04/29/2022,Friday,Friday
A063119,HAIKU,Dog,Spayed Female,2,,PIT BULL,TAN,981020045348412,12/20/2021,Owner Surrendered,Over the Counter,Foster,Adoption,01/02/2022,Monday,Sunday
A063119,HAIKU,Dog,Spayed Female,2,,PIT BULL,TAN,981020045348412,01/11/2022,Foster,Over the Counter,Adoption,Walk-In,01/11/2022,Tuesday,Tuesday
A063122,PING PONG,Dog,Spayed Female,,8,AMER FOXHOUND,WHITE,981020045346696,01/19/2022,Foster,Over the Counter,Adoption,Walk-In,01/19/2022,Wednesday,Wednesday
A063122,PING PONG,Dog,Spayed Female,,8,AMER FOXHOUND,WHITE,981020045346696,12/21/2021,Stray,Animal Control,Foster,M/L DOG,01/13/2022,Tuesday,Thursday
A063123,ENZO,Dog,Male,2,,AUST CATTLE DOG,BLUE MERLE,981020045329766,12/21/2021,Stray,Animal Control,Return to Owner,Walk-In,12/22/2021,Tuesday,Wednesday
A063124,KOTA,Dog,Neutered Male,1,,BLACK MOUTH CUR,FAWN,981020045335431,12/21/2021,Stray,Over the Counter,Foster,Adoption,01/01/2022,Tuesday,Saturday
A063124,KOTA,Dog,Neutered Male,1,,BLACK MOUTH CUR,FAWN,981020045335431,01/18/2022,Foster,Over the Counter,Adoption,Walk-In,01/18/2022,Tuesday,Tuesday
A063125,,Cat,Spayed Female,3,,DOMESTIC SH,CALICO,982126055021231,12/21/2021,Stray,Over the Counter,Adoption,Walk-In,01/16/2022,Tuesday,Sunday
A063142,,Dog,Unknown,,6,PIT BULL,BR BRINDLE,,12/23/2021,Disposal Request of Deceased Pet,Animal Control,Disposal of Deceased Pet,,12/23/2021,Thursday,Thursday
A063143,SAM JR,Cat,Neutered Male,,2.85,DOMESTIC SH,BRN TABBY,981020045350969,12/23/2021,Owner Surrendered,OTC APPT,Adoption,Walk-In,02/19/2022,Thursday,Saturday
A063144,SEÑOR TOM,Cat,Neutered Male,,,DOMESTIC SH,BLACK,981020045327269,12/23/2021,Owner Surrendered,Over the Counter,Foster,Adoption,01/02/2022,Thursday,Sunday
A063144,SEÑOR TOM,Cat,Neutered Male,,,DOMESTIC SH,BLACK,981020045327269,02/23/2022,Foster,Over the Counter,Adoption,Walk-In,02/23/2022,Wednesday,Wednesday
A063150,VICTOR ROYALE,Dog,Male,1,,BEAGLE,BROWN,985113006073243,12/25/2021,Stray,Animal Control,Return to Owner,Microchip,12/26/2021,Saturday,Sunday
A063150,VICTOR ROYALE,Dog,Male,1,,BEAGLE,BROWN,985113006073243,01/20/2022,Stray,Animal Control,Return to Owner,Outside of Shelter,01/20/2022,Thursday,Thursday
A063150,VICTOR ROYALE,Dog,Male,1,,BEAGLE,BROWN,985113006073243,01/12/2022,Stray,Over the Counter,Return to Owner,Walk-In,01/12/2022,Wednesday,Wednesday
A063163,TEDDY,Dog,Neutered Male,4,,SHIH TZU,GRAY,982000407552577,12/27/2021,Owner Surrendered,Over the Counter,Transfer,Rescue Group,01/19/2022,Monday,Wednesday
A063165,NIKKI,Cat,Spayed Female,1,,DOMESTIC MH,GRAY TABBY,981020045340925,12/28/2021,Transfer,,Adoption,Walk-In,01/15/2022,Tuesday,Saturday
A063166,TOVA,Cat,Spayed Female,1,,DOMESTIC SH,BLACK,981020045348881,12/28/2021,Stray,Over the Counter,Foster,Adoption,01/05/2022,Tuesday,Wednesday
A063166,TOVA,Cat,Spayed Female,1,,DOMESTIC SH,BLACK,981020045348881,03/03/2022,Foster,Over the Counter,Adoption,Website Information,03/03/2022,Thursday,Thursday
A063168,STORMY,Dog,Spayed Female,2,,PIT BULL,TAN,981020045351672,12/28/2021,Owner Surrendered,Over the Counter,Foster,,12/28/2021,Tuesday,Tuesday
A063168,STORMY,Dog,Spayed Female,2,,PIT BULL,TAN,981020045351672,12/31/2021,Foster,Over the Counter,Return to Owner,,12/31/2021,Friday,Friday
A063171,ANDY,Dog,Neutered Male,10,,POMERANIAN,TAN,,12/28/2021,Stray,Over the Counter,Return to Owner,Walk-In,12/29/2021,Tuesday,Wednesday
A063172,FLORA,Cat,Spayed Female,,10,DOMESTIC SH,GRAY,981020045348639,12/28/2021,Stray,Over the Counter,Adoption,Walk-In,02/27/2022,Tuesday,Sunday
A063173,CREAM,Dog,Neutered Male,4,,CHIHUAHUA SH,BROWN,981020045345047,12/28/2021,Owner Surrendered,Over the Counter,Foster,Adoption,01/06/2022,Tuesday,Thursday
A063173,CREAM,Dog,Neutered Male,4,,CHIHUAHUA SH,BROWN,981020045345047,01/18/2022,Foster,Over the Counter,Adoption,Walk-In,01/18/2022,Tuesday,Tuesday
A063188,,Cat,Male,,2,DOMESTIC SH,ORG TABBY,,01/08/2022,Foster,Over the Counter,Transfer,Private Animal Shelter,01/08/2022,Saturday,Saturday
A063188,,Cat,Male,,2,DOMESTIC SH,ORG TABBY,,12/31/2021,Stray,Animal Control,Foster,FINDER,12/31/2021,Friday,Friday
A063189,OREO,Cat,Neutered Male,,2.15,DOMESTIC SH,BLACK,,12/31/2021,Stray,Over the Counter,Foster,Underage or Underweight,01/12/2022,Friday,Wednesday
